altman_score,piotroski_score,involvement_msci.Controversial Weapons,involvement_msci.Gambling,involvement_msci.Tobacco Products,involvement_msci.Alcoholic Beverages,Controversies_score_ESG,global_target_aligned,SBTI_reduction_aligned,Tempurature_aligned
2.95,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.99,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.77,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.12,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.49,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.03,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.19,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-11.34,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.92,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.91,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.76,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-1.47,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.17,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.79,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.1,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-5.48,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.76,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
8.3,8.0,0.0,0.0,0.0,0.0,0.0,0,0,1
5.69,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
6.76,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.01,7.0,0.0,0.0,0.0,1.0,0.0,1,0,0
-4.93,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
6.98,8.0,0.0,0.0,0.0,0.0,4.0,1,0,1
15.02,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.68,7.0,0.0,0.0,0.0,0.0,0.0,0,0,1
4.85,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.24,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
17.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.51,6.0,0.0,0.0,1.0,1.0,6.0,1,0,0
0.53,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.22,6.0,0.0,0.0,0.0,0.0,0.0,0,0,1
0.96,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.06,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.03,7.0,0.0,0.0,0.0,0.0,2.0,1,0,0
0.86,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.5,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0
2.87,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.34,5.0,0.0,0.0,0.0,0.0,0.0,1,1,0
-1.57,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.81,4.0,0.0,0.0,0.0,0.0,5.0,1,1,0
-1.5,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.97,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.06,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-40.16,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
6.42,7.0,0.0,0.0,0.0,0.0,0.0,0,0,1
-0.36,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
6.16,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.35,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.87,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.7,7.0,0.0,0.0,0.0,0.0,7.0,1,0,0
-4.46,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.51,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-11.59,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.8,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.98,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.88,6.0,0.0,0.0,0.0,0.0,0.0,1,1,0
5.73,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.91,3.0,0.0,0.0,1.0,1.0,5.0,1,1,0
1.49,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.45,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.71,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.76,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.08,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.8,7.0,0.0,0.0,0.0,0.0,0.0,1,1,0
17.94,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-3.35,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-21.33,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18.2,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.55,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
155.59,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.79,8.0,0.0,0.0,0.0,0.0,0.0,1,1,0
5.7,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.25,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-3.57,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.8,8.0,0.0,0.0,0.0,0.0,1.0,0,0,1
-1.2,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.21,7.0,0.0,1.0,1.0,1.0,2.0,0,0,0
-12.59,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.98,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.57,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-3.89,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-7.52,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
46.23,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.94,4.0,0.0,0.0,1.0,1.0,3.0,1,1,0
